time,voltage,current
0,0.00733402,0
1.999999949,0.00660844,0
3.999999899,0.005405507,0
5.999999848,0.006799382,0
7.999999798,0.00670391,0
9.999999747,0.006723005,0
11.9999997,0.00657025,0
13.99999965,0.00683757,0
15.9999996,0.006818476,0
17.99999955,0.006990324,0
19.99999949,0.006742099,0
21.99999944,0.006035614,0
23.99999939,0.005901956,0
25.99999934,0.00637931,0
27.99999929,0.006952136,0
29.99999924,0.00660844,0
31.99999919,0.006799382,0
33.99999914,0.005596449,0
35.99999909,0.00565373,0
37.99999904,0.00536732,0
39.99999899,0.006264745,0
41.99999894,0.005768296,0
43.99999889,0.006111992,0
45.99999884,0.006398403,0
47.99999879,0.00555826,0
49.99999874,0.005195472,0
51.99999869,0.006111992,0
53.99999864,0.006742099,0
55.99999859,0.00565373,0
57.99999853,0.005940144,0
59.99999848,0.006474781,0
61.99999843,0.00628384,0
63.99999838,0.006245651,0
65.99999833,0.005539167,0
67.99999828,0.005500977,0
69.99999823,0.005119094,0
71.99999818,0.006589347,0
73.99999813,0.005806484,0
75.99999808,0.004469893,0
77.99999803,0.006302933,0
79.99999798,0.00487087,0
81.99999793,0.005348225,0
83.99999788,0.006398403,0
85.99999783,0.00628384,0
87.99999778,0.005844672,0
89.99999773,0.005749203,0
91.99999768,0.00657025,0
93.99999763,0.00601652,0
95.99999757,0.005405507,0
97.99999752,0.004565363,0
99.99999747,0.005138188,0
101.9999974,0.007162172,0
103.9999974,0.005386413,0
105.9999973,0.004718117,0
107.9999973,0.005959238,0
109.9999972,0.005520071,0
111.9999972,0.005157282,0
113.9999971,0.006245651,0
115.9999971,0.006436593,0
117.999997,0.004527175,0
119.999997,0.006169274,0
121.9999969,0.005768296,0
123.9999969,0.005310035,0
125.9999968,0.004469893,0
127.9999968,0.004699023,0
129.9999967,0.004851776,0
131.9999967,0.005825578,0
133.9999966,0.005940144,0
135.9999966,0.004889964,0
137.9999965,0.005195472,0
139.9999965,0.00660844,0
141.9999964,0.005023624,0
143.9999964,0.005615543,0
145.9999963,0.005214566,0
147.9999963,0.005080906,0
149.9999962,0.006436593,0
151.9999962,0.006188368,0
153.9999961,0.005405507,0
155.9999961,0.004832682,0
157.999996,0.005691919,0
159.999996,0.005157282,0
161.9999959,0.005959238,0
163.9999959,0.005405507,0
165.9999958,0.005596449,0
167.9999958,0.004928152,0
169.9999957,0.005119094,0
171.9999957,0.004469893,0
173.9999956,0.004813588,0
175.9999956,0.004488987,0
177.9999955,0.00578739,0
179.9999955,0.005290942,0
181.9999954,0.005119094,0
183.9999954,0.005252754,0
185.9999953,0.005119094,0
187.9999953,0.006131086,0
189.9999952,0.004527175,0
191.9999951,0.004336233,0
193.9999951,0.004221668,0
195.999995,0.005176378,0
197.999995,0.005176378,0
199.9999949,0.005080906,0
201.9999949,0.003897066,0
203.9999948,0.004660835,0
205.9999948,0.006188368,0
207.9999947,0.005768296,0
209.9999947,0.005252754,0
211.9999946,0.005042718,0
213.9999946,0.00555826,0
215.9999945,0.006665723,0
217.9999945,0.005500977,0
219.9999944,0.00496634,0
221.9999944,0.003935256,0
223.9999943,0.004909058,0
225.9999943,0.00565373,0
227.9999942,0.004718117,0
229.9999942,0.005539167,0
231.9999941,0.005672825,0
233.9999941,0.00391616,0
235.999994,0.004221668,0
237.999994,0.005042718,0
239.9999939,0.004889964,0
241.9999939,0.005539167,0
243.9999938,0.005080906,0
245.9999938,0.005672825,0
247.9999937,0.004622645,0
249.9999937,0.005119094,0
251.9999936,0.005882862,0
253.9999936,0.005500977,0
255.9999935,0.005520071,0
257.9999935,0.005195472,0
259.9999934,0.005348225,0
261.9999934,0.00592105,0
263.9999933,0.005042718,0
265.9999933,0.005424601,0
267.9999932,0.004145292,0
269.9999932,0.004068914,0
271.9999931,0.006551157,0
273.9999931,0.005195472,0
275.999993,0.005615543,0
277.999993,0.003419713,0
279.9999929,0.003534277,0
281.9999929,0.004508081,0
283.9999928,0.005672825,0
285.9999928,0.005405507,0
287.9999927,0.00500453,0
289.9999927,0.005443695,0
291.9999926,0.003897066,0
293.9999926,0.005615543,0
295.9999925,0.006455687,0
297.9999925,0.004584457,0
299.9999924,0.003725219,0
301.9999924,0.00368703,0
303.9999923,0.00395435,0
305.9999923,0.005157282,0
307.9999922,0.005520071,0
309.9999922,0.003858878,0
311.9999921,0.00565373,0
313.9999921,0.005214566,0
315.999992,0.003629749,0
317.999992,0.00382069,0
319.9999919,0.003744315,0
321.9999919,0.00404982,0
323.9999918,0.004107104,0
325.9999918,0.003935256,0
327.9999917,0.00546279,0
329.9999917,0.004775399,0
331.9999916,0.003992538,0
333.9999916,0.005825578,0
335.9999915,0.005386413,0
337.9999915,0.005271848,0
339.9999914,0.004622645,0
341.9999914,0.004393515,0
343.9999913,0.002961452,0
345.9999913,0.003725219,0
347.9999912,0.004527175,0
349.9999912,0.00368703,0
351.9999911,0.004813588,0
353.9999911,0.003935256,0
355.999991,0.004909058,0
357.999991,0.00523366,0
359.9999909,0.00464174,0
361.9999909,0.005424601,0
363.9999908,0.004450797,0
365.9999908,0.005596449,0
367.9999907,0.004030726,0
369.9999907,0.004355327,0
371.9999906,0.00532913,0
373.9999906,0.004699023,0
375.9999905,0.004508081,0
377.9999905,0.004832682,0
379.9999904,0.00496634,0
381.9999903,0.004813588,0
383.9999903,0.004374421,0
385.9999902,0.004679929,0
387.9999902,0.005080906,0
389.9999901,0.00464174,0
391.9999901,0.005348225,0
393.99999,0.005348225,0
395.99999,0.005825578,0
397.9999899,0.003935256,0
399.9999899,0.004985434,0
401.9999898,0.005500977,0
403.9999898,0.004546269,0
405.9999897,0.00431714,0
407.9999897,0.004278952,0
409.9999896,0.004679929,0
411.9999896,0.004164386,0
413.9999895,0.003725219,0
415.9999895,0.003744315,0
417.9999894,0.003667937,0
419.9999894,0.00395435,0
421.9999893,0.003591561,0
423.9999893,0.004584457,0
425.9999892,0.00464174,0
427.9999892,0.004756305,0
429.9999891,0.00464174,0
431.9999891,0.004488987,0
433.999989,0.00464174,0
435.999989,0.005023624,0
437.9999889,0.004947246,0
439.9999889,0.003706125,0
441.9999888,0.003935256,0
443.9999888,0.004126198,0
445.9999887,0.004488987,0
447.9999887,0.004088008,0
449.9999886,0.003515183,0
451.9999886,0.003877972,0
453.9999885,0.003667937,0
455.9999885,0.004107104,0
457.9999884,0.00340062,0
459.9999884,0.004660835,0
461.9999883,0.003782503,0
463.9999883,0.004985434,0
465.9999882,0.004679929,0
467.9999882,0.004508081,0
469.9999881,0.003572467,0
471.9999881,0.004679929,0
473.999988,0.00487087,0
475.999988,0.002579568,0
477.9999879,0.004068914,0
479.9999879,0.004622645,0
481.9999878,0.003744315,0
483.9999878,0.004145292,0
485.9999877,0.003763409,0
487.9999877,0.004718117,0
489.9999876,0.003553371,0
491.9999876,0.003209678,0
493.9999875,0.004088008,0
495.9999875,0.003286054,0
497.9999874,0.00382069,0
499.9999874,0.003992538,0
501.9999873,0.004011632,0
503.9999873,0.004278952,0
505.9999872,0.00464174,0
507.9999872,0.004622645,0
509.9999871,0.002942357,0
511.9999871,0.003076017,0
513.999987,0.004202574,0
515.999987,0.002904169,0
517.9999869,0.004336233,0
519.9999869,0.004259856,0
521.9999868,0.00431714,0
523.9999868,0.004088008,0
525.9999867,0.0051,0
527.9999867,0.004355327,0
529.9999866,0.003324242,0
531.9999866,0.003973444,0
533.9999865,0.003858878,0
535.9999865,0.003381523,0
537.9999864,0.004508081,0
539.9999864,0.005386413,0
541.9999863,0.004928152,0
543.9999863,0.00368703,0
545.9999862,0.0051,0
547.9999862,0.003534277,0
549.9999861,0.00336243,0
551.9999861,0.005157282,0
553.999986,0.004088008,0
555.999986,0.004679929,0
557.9999859,0.004947246,0
559.9999859,0.004622645,0
561.9999858,0.00431714,0
563.9999858,0.003476995,0
565.9999857,0.005119094,0
567.9999857,0.004889964,0
569.9999856,0.004679929,0
571.9999856,0.00441261,0
573.9999855,0.003858878,0
575.9999854,0.003801597,0
577.9999854,0.004718117,0
579.9999853,0.003973444,0
581.9999853,0.003706125,0
583.9999852,0.00382069,0
585.9999852,0.003706125,0
587.9999851,0.00391616,0
589.9999851,0.003648843,0
591.999985,0.005195472,0
593.999985,0.004393515,0
595.9999849,0.004126198,0
597.9999849,0.004145292,0
599.9999848,0.005119094,0
601.9999848,0.004660835,0
603.9999847,0.003973444,0
605.9999847,0.003763409,0
607.9999846,0.003648843,0
609.9999846,0.002942357,0
611.9999845,0.003114205,0
613.9999845,0.002636851,0
615.9999844,0.004126198,0
617.9999844,0.003591561,0
619.9999843,0.003935256,0
621.9999843,0.003648843,0
623.9999842,0.005138188,0
625.9999842,0.003935256,0
627.9999841,0.003381523,0
629.9999841,0.002923263,0
631.999984,0.004126198,0
633.999984,0.0031333,0
635.9999839,0.00391616,0
637.9999839,0.003935256,0
639.9999838,0.003992538,0
641.9999838,0.003992538,0
643.9999837,0.004851776,0
645.9999837,0.003515183,0
647.9999836,0.00441261,0
649.9999836,0.00464174,0
651.9999835,0.003037829,0
653.9999835,0.003629749,0
655.9999834,0.003629749,0
657.9999834,0.003877972,0
659.9999833,0.002675039,0
661.9999833,0.003114205,0
663.9999832,0.002064026,0
665.9999832,0.004336233,0
667.9999831,0.003648843,0
669.9999831,0.003839784,0
671.999983,0.003858878,0
673.999983,0.003667937,0
675.9999829,0.003706125,0
677.9999829,0.003247866,0
679.9999828,0.00382069,0
681.9999828,0.002426815,0
683.9999827,0.004202574,0
685.9999827,0.003018734,0
687.9999826,0.00441261,0
689.9999826,0.003286054,0
691.9999825,0.003476995,0
693.9999825,0.004011632,0
695.9999824,0.003209678,0
697.9999824,0.002904169,0
699.9999823,0.003343336,0
701.9999823,0.003037829,0
703.9999822,0.00395435,0
705.9999822,0.002770511,0
707.9999821,0.002770511,0
709.9999821,0.003610655,0
711.999982,0.003076017,0
713.999982,0.003706125,0
715.9999819,0.003992538,0
717.9999819,0.003667937,0
719.9999818,0.004145292,0
721.9999818,0.003419713,0
723.9999817,0.003725219,0
725.9999817,0.004565363,0
727.9999816,0.005252754,0
